venvadmin@Vics-MacBook-Air write-a-book % chmod +x scripts/*.sh     
venvadmin@Vics-MacBook-Air write-a-book % ./scripts/auto_fix_code.sh
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 41,
	"startColumn": 1,
	"endLineNumber": 41,
	"endColumn": 25
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 41,
	"startColumn": 1,
	"endLineNumber": 41,
	"endColumn": 25
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD025",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md025.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD025/single-title/single-h1: Multiple top-level headings in the same document",
	"source": "markdownlint",
	"startLineNumber": 41,
	"startColumn": 1,
	"endLineNumber": 41,
	"endColumn": 25
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 42,
	"startColumn": 1,
	"endLineNumber": 42,
	"endColumn": 27
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 45,
	"startColumn": 1,
	"endLineNumber": 45,
	"endColumn": 34
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 46,
	"startColumn": 1,
	"endLineNumber": 46,
	"endColumn": 17
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 46,
	"startColumn": 1,
	"endLineNumber": 46,
	"endColumn": 17
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD025",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md025.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD025/single-title/single-h1: Multiple top-level headings in the same document",
	"source": "markdownlint",
	"startLineNumber": 46,
	"startColumn": 1,
	"endLineNumber": 46,
	"endColumn": 17
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/docs/proj_status.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 47,
	"startColumn": 1,
	"endLineNumber": 47,
	"endColumn": 24
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 4,
	"startColumn": 1,
	"endLineNumber": 4,
	"endColumn": 2
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 4,
	"startColumn": 1,
	"endLineNumber": 4,
	"endColumn": 2
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD025",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md025.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD025/single-title/single-h1: Multiple top-level headings in the same document",
	"source": "markdownlint",
	"startLineNumber": 4,
	"startColumn": 1,
	"endLineNumber": 4,
	"endColumn": 2
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 5,
	"startColumn": 1,
	"endLineNumber": 5,
	"endColumn": 11
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 5,
	"startColumn": 1,
	"endLineNumber": 5,
	"endColumn": 11
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD025",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md025.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD025/single-title/single-h1: Multiple top-level headings in the same document",
	"source": "markdownlint",
	"startLineNumber": 5,
	"startColumn": 1,
	"endLineNumber": 5,
	"endColumn": 11
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 6,
	"startColumn": 1,
	"endLineNumber": 6,
	"endColumn": 34
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 11,
	"startColumn": 1,
	"endLineNumber": 11,
	"endColumn": 22
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 12,
	"startColumn": 1,
	"endLineNumber": 12,
	"endColumn": 15
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 12,
	"startColumn": 1,
	"endLineNumber": 12,
	"endColumn": 15
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD025",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md025.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD025/single-title/single-h1: Multiple top-level headings in the same document",
	"source": "markdownlint",
	"startLineNumber": 12,
	"startColumn": 1,
	"endLineNumber": 12,
	"endColumn": 15
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 13,
	"startColumn": 1,
	"endLineNumber": 13,
	"endColumn": 25
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD031",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md031.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD031/blanks-around-fences: Fenced code blocks should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 14,
	"startColumn": 1,
	"endLineNumber": 14,
	"endColumn": 11
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD031",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md031.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD031/blanks-around-fences: Fenced code blocks should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 17,
	"startColumn": 1,
	"endLineNumber": 17,
	"endColumn": 7
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 22,
	"startColumn": 1,
	"endLineNumber": 22,
	"endColumn": 27
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 23,
	"startColumn": 1,
	"endLineNumber": 23,
	"endColumn": 8
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 23,
	"startColumn": 1,
	"endLineNumber": 23,
	"endColumn": 8
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD025",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md025.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD025/single-title/single-h1: Multiple top-level headings in the same document",
	"source": "markdownlint",
	"startLineNumber": 23,
	"startColumn": 1,
	"endLineNumber": 23,
	"endColumn": 8
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 24,
	"startColumn": 1,
	"endLineNumber": 24,
	"endColumn": 26
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 34,
	"startColumn": 1,
	"endLineNumber": 34,
	"endColumn": 31
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 35,
	"startColumn": 1,
	"endLineNumber": 35,
	"endColumn": 14
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 35,
	"startColumn": 1,
	"endLineNumber": 35,
	"endColumn": 14
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD025",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md025.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD025/single-title/single-h1: Multiple top-level headings in the same document",
	"source": "markdownlint",
	"startLineNumber": 35,
	"startColumn": 1,
	"endLineNumber": 35,
	"endColumn": 14
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD001",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md001.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD001/heading-increment: Heading levels should only increment by one level at a time [Expected: h2; Actual: h3]",
	"source": "markdownlint",
	"startLineNumber": 36,
	"startColumn": 1,
	"endLineNumber": 36,
	"endColumn": 18
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 36,
	"startColumn": 1,
	"endLineNumber": 36,
	"endColumn": 18
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 36,
	"startColumn": 1,
	"endLineNumber": 36,
	"endColumn": 18
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD031",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md031.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD031/blanks-around-fences: Fenced code blocks should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 37,
	"startColumn": 1,
	"endLineNumber": 37,
	"endColumn": 8
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD031",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md031.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD031/blanks-around-fences: Fenced code blocks should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 39,
	"startColumn": 1,
	"endLineNumber": 39,
	"endColumn": 4
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 40,
	"startColumn": 1,
	"endLineNumber": 40,
	"endColumn": 17
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 40,
	"startColumn": 1,
	"endLineNumber": 40,
	"endColumn": 17
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 45,
	"startColumn": 1,
	"endLineNumber": 45,
	"endColumn": 18
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 45,
	"startColumn": 1,
	"endLineNumber": 45,
	"endColumn": 18
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 47,
	"startColumn": 1,
	"endLineNumber": 47,
	"endColumn": 15
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 47,
	"startColumn": 1,
	"endLineNumber": 47,
	"endColumn": 15
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD025",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md025.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD025/single-title/single-h1: Multiple top-level headings in the same document",
	"source": "markdownlint",
	"startLineNumber": 47,
	"startColumn": 1,
	"endLineNumber": 47,
	"endColumn": 15
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 48,
	"startColumn": 1,
	"endLineNumber": 48,
	"endColumn": 23
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD032",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md032.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD032/blanks-around-lists: Lists should be surrounded by blank lines",
	"source": "markdownlint",
	"startLineNumber": 52,
	"startColumn": 1,
	"endLineNumber": 52,
	"endColumn": 25
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Above]",
	"source": "markdownlint",
	"startLineNumber": 53,
	"startColumn": 1,
	"endLineNumber": 53,
	"endColumn": 10
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD022",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md022.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD022/blanks-around-headings: Headings should be surrounded by blank lines [Expected: 1; Actual: 0; Below]",
	"source": "markdownlint",
	"startLineNumber": 53,
	"startColumn": 1,
	"endLineNumber": 53,
	"endColumn": 10
},{
	"resource": "/Users/admin/cursor/write-a-book/src/book_editor/README.md",
	"owner": "markdownlint",
	"code": {
		"value": "MD025",
		"target": {
			"$mid": 1,
			"path": "/DavidAnson/markdownlint/blob/v0.36.1/doc/md025.md",
			"scheme": "https",
			"authority": "github.com"
		}
	},
	"severity": 4,
	"message": "MD025/single-title/single-h1: Multiple top-level headings in the same document",
	"source": "markdownlint",
	"startLineNumber": 53,
	"startColumn": 1,
	"endLineNumber": 53,
	"endColumn": 10
},{
	"resource": "/Users/admin/cursor/write-a-book/tests/test_core_editor_extended.py",
	"owner": "_generated_diagnostic_collection_name_#4",
	"code": {
		"value": "W0621:redefined-outer-name",
		"target": {
			"$mid": 1,
			"path": "/en/latest/user_guide/messages/warning/redefined-outer-name.html",
			"scheme": "https",
			"authority": "pylint.readthedocs.io"
		}
	},
	"severity": 4,
	"message": "Redefining name 'editor' from outer scope (line 12)",
	"source": "Pylint",
	"startLineNumber": 18,
	"startColumn": 32,
	"endLineNumber": 18,
	"endColumn": 38
},{
	"resource": "/Users/admin/cursor/write-a-book/tests/test_core_editor_extended.py",
	"owner": "_generated_diagnostic_collection_name_#4",
	"code": {
		"value": "W0621:redefined-outer-name",
		"target": {
			"$mid": 1,
			"path": "/en/latest/user_guide/messages/warning/redefined-outer-name.html",
			"scheme": "https",
			"authority": "pylint.readthedocs.io"
		}
	},
	"severity": 4,
	"message": "Redefining name 'editor' from outer scope (line 12)",
	"source": "Pylint",
	"startLineNumber": 25,
	"startColumn": 35,
	"endLineNumber": 25,
	"endColumn": 41
},{
	"resource": "/Users/admin/cursor/write-a-book/tests/test_core_editor_extended.py",
	"owner": "_generated_diagnostic_collection_name_#4",
	"code": {
		"value": "W0621:redefined-outer-name",
		"target": {
			"$mid": 1,
			"path": "/en/latest/user_guide/messages/warning/redefined-outer-name.html",
			"scheme": "https",
			"authority": "pylint.readthedocs.io"
		}
	},
	"severity": 4,
	"message": "Redefining name 'editor' from outer scope (line 12)",
	"source": "Pylint",
	"startLineNumber": 40,
	"startColumn": 33,
	"endLineNumber": 40,
	"endColumn": 39
},{
	"resource": "/Users/admin/cursor/write-a-book/tests/test_core_editor_extended.py",
	"owner": "_generated_diagnostic_collection_name_#4",
	"code": {
		"value": "W0621:redefined-outer-name",
		"target": {
			"$mid": 1,
			"path": "/en/latest/user_guide/messages/warning/redefined-outer-name.html",
			"scheme": "https",
			"authority": "pylint.readthedocs.io"
		}
	},
	"severity": 4,
	"message": "Redefining name 'editor' from outer scope (line 12)",
	"source": "Pylint",
	"startLineNumber": 52,
	"startColumn": 34,
	"endLineNumber": 52,
	"endColumn": 40
},{
	"resource": "/Users/admin/cursor/write-a-book/tests/test_core_editor_extended.py",
	"owner": "_generated_diagnostic_collection_name_#4",
	"code": {
		"value": "W0621:redefined-outer-name",
		"target": {
			"$mid": 1,
			"path": "/en/latest/user_guide/messages/warning/redefined-outer-name.html",
			"scheme": "https",
